künstl_Saison;VA_Projekt;VATyp;Datum_von;Datum_bis;VA_Raum;Aktivitätsstatus;VA_Titel;Anzeige_Besetzung;Anzeige_Programm;Abo's
2015/16 K;Konzerthausorchester E1  (2015/16 K);KHB;25.10.2015 16:00;25.10.2015 18:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Iván Fischer;"Konzerthausorchester Berlin
Iván Fischer Dirigent
Ning Feng Violine";"Ludwig van Beethoven Sinfonie Nr. 8 F-Dur op. 93
Ludwig van Beethoven Romanze für Violine und Orchester G-Dur op. 40
Ludwig van Beethoven Romanze für Violine und Orchester F-Dur op. 50
Ludwig van Beethoven Sinfonie Nr. 5 c-Moll op. 67";Abo E
2015/16 K;Musikforum Gendarmenmarkt  (2015/16 K);KHBKoop;26.10.2015 20:00;26.10.2015 22:30;Kleiner Saal;Konzert;Musikforum Gendarmenmarkt;"Thomas Quasthoff Rezitation
Tobias Berndt Bariton
Alexander Fleischer Klavier";;
2015/16 K;Konzerthausorchester M2  (2015/16 K);KHB;01.11.2015 11:00;01.11.2015 13:30;Kleiner Saal;Konzert;Kammermusik-Matinee des Konzerthausorchesters;"Alicia Marial Violine
Felix Korinth Viola
Alexander Kahl Violoncello
Dario Marino Varela Klarinette";"Anton Webern Langsamer Satz für Streichquartett
Wolfgang Amadeus Mozart Streichquartett D-Dur KV 499 („Hoffmeister-Quartett“)";Abo M
2015/16 K;modern art ensemble (2015/16 K);KHBKoop;03.11.2015 20:00;03.11.2015 22:00;Werner-Otto-Saal;Konzert;Entfernte Nähe;"modern art ensemble
Andión Fernández Mezzosopran";"Arno Lücker „Marche pour la Cérémonie des Turcs“ für Flöte, Klarinette, Violine, Viola, Violoncello und Klavier (UA)
Brian Ferneyhough „Mnemosyne“ für Bassflöte und Tonband
Claus-Steffen Mahnkopf „Hommage à Steven Kazuo Takasugi“ für Streichtrio und Klavier
Georg Katzer Dialog Imaginaire Nr. 2 „ad parnassum“ für Klavier solo und Audio-Zuspiel
Jeffrey Ching „Celestial - Infernal Grand Nuptial Rite“ - UA der Version für Mezzosopran und Violoncello mit Begleitung von Flöte, Klarinette, Violine, Viola und Klavier";
2015/16 K;Babar (2015/16 K);KHB;04.11.2015 09:30;04.11.2015 10:30;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;"Anne Swoboda Buch und Spiel
Angela Gassenhuber Klavier
Helmut Geffke Regie
Gabriele Nellessen Dramaturgie und Produktionsleitung
Annekatrin Heyne Ausstattung und Puppen
Ewald Otto Objekte";;
2015/16 K;Babar (2015/16 K);KHB;04.11.2015 11:00;04.11.2015 12:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;"Anne Swoboda Buch und Spiel
Angela Gassenhuber Klavier
Helmut Geffke Regie
Gabriele Nellessen Dramaturgie und Produktionsleitung
Annekatrin Heyne Ausstattung und Puppen
Ewald Otto Objekte";;
2015/16 K;Espresso-Konzerte (2015/16 K);KHB;04.11.2015 14:00;04.11.2015 15:30;Konzerthaus Berlin;Konzert;Espresso-Konzert;"Magdalena Faust Klarinette
Johanna Ponzer Harfe";;
2015/16 K;Babar (2015/16 K);KHB;05.11.2015 09:30;05.11.2015 10:30;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;"Anne Swoboda Buch und Spiel
Angela Gassenhuber Klavier
Helmut Geffke Regie
Gabriele Nellessen Dramaturgie und Produktionsleitung
Annekatrin Heyne Ausstattung und Puppen
Ewald Otto Objekte";;
2015/16 K;Babar (2015/16 K);KHB;05.11.2015 11:00;05.11.2015 12:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;"Anne Swoboda Buch und Spiel
Angela Gassenhuber Klavier
Helmut Geffke Regie
Gabriele Nellessen Dramaturgie und Produktionsleitung
Annekatrin Heyne Ausstattung und Puppen
Ewald Otto Objekte";;
2015/16 K;Konzerthausorchester G1  (2015/16 K);KHB;05.11.2015 20:00;05.11.2015 22:30;Kleiner Saal;Konzert;Kammermusik des Konzerthausorchesters;"Konzerthaus Kammerorchester
Michael Erxleben Dirigent";"Arnold Schönberg „Verklärte Nacht“ op. 4 (Fassung für Streichorchester)
Ludwig van Beethoven Streichquartett cis-Moll op. 131 (Fassung für Streichorchester von Serge Kussewitzky)";Abo G
2015/16 K;Babar (2015/16 K);KHB;06.11.2015 10:00;06.11.2015 11:00;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;"Anne Swoboda Buch und Spiel
Angela Gassenhuber Klavier
Helmut Geffke Regie
Gabriele Nellessen Dramaturgie und Produktionsleitung
Annekatrin Heyne Ausstattung und Puppen
Ewald Otto Objekte";;
2015/16 K;Babar (2015/16 K);KHB;07.11.2015 15:30;07.11.2015 16:30;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;"Anne Swoboda Buch und Spiel
Angela Gassenhuber Klavier
Helmut Geffke Regie
Gabriele Nellessen Dramaturgie und Produktionsleitung
Annekatrin Heyne Ausstattung und Puppen
Ewald Otto Objekte";;
2015/16 K;Konzerthausorchester F1  (2015/16 K);KHB;07.11.2015 20:00;07.11.2015 22:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Hans Graf;"Konzerthausorchester Berlin
Hans Graf Dirigent
Marie-Elisabeth Hecker Violoncello";"Maurice Ravel „Le tombeau de Couperin“ - Suite für Orchester
Joseph Haydn Konzert für Violoncello und Orchester C-Dur Hob VIIb:1
Wolfgang Amadeus Mozart Sinfonie C-Dur KV 73
Carl Maria von Weber Sinfonie Nr. 1 C-Dur";Abo F, Abo Ausgez
2015/16 K;Vogler-Quartett (2015/16 K);KHBKoop;07.11.2015 20:00;07.11.2015 22:30;Kleiner Saal;Konzert;Konzert;Vogler Quartett;"Felix Mendelssohn Bartholdy Streichquartett a-Moll op. 13
Grigori Frid Streichquartett Nr. 5 op. 70
Ludwig van Beethoven Streichquartett Es-Dur op. 127";Abo Vogler
2015/16 K;Konzerthausorchester Mozart-Matinee  (2015/16 K);KHB;08.11.2015 11:00;08.11.2015 13:00;Großer Saal;Konzert;Mozart-Matinee;"Konzerthausorchester Berlin
Hans Graf Dirigent
Marie-Elisabeth Hecker Violoncello";"Wolfgang Amadeus Mozart Sinfonie C-Dur KV 73
Joseph Haydn Konzert für Violoncello und Orchester C-Dur Hob VIIb:1
Carl Maria von Weber Sinfonie Nr. 1 C-Dur";Abo Mozart
2015/16 K;Konzerthausorchester Mozart-Matinee  (2015/16 K);KHB;08.11.2015 11:00;08.11.2015 13:00;Werner-Otto-Saal;Konzert;"Schnick schnack schnorum, rex basilorum
Kinderreime in Musik getunkt";;;Abo Mozart
2015/16 K;Babar (2015/16 K);KHB;08.11.2015 15:30;08.11.2015 16:30;Musikclub;Konzert;„Die Geschichte von Babar, dem kleinen Elefanten“;"Anne Swoboda Buch und Spiel
Angela Gassenhuber Klavier
Helmut Geffke Regie
Gabriele Nellessen Dramaturgie und Produktionsleitung
Annekatrin Heyne Ausstattung und Puppen
Ewald Otto Objekte";;
2015/16 K;Konzerthausorchester F1  (2015/16 K);KHB;08.11.2015 16:00;08.11.2015 18:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Hans Graf;"Konzerthausorchester Berlin
Hans Graf Dirigent
Marie-Elisabeth Hecker Violoncello";"Maurice Ravel „Le tombeau de Couperin“ - Suite für Orchester
Joseph Haydn Konzert für Violoncello und Orchester C-Dur Hob VIIb:1
Wolfgang Amadeus Mozart Sinfonie C-Dur KV 73
Carl Maria von Weber Sinfonie Nr. 1 C-Dur";Abo F
2015/16 K;Berliner Märchentage (2015/16 K);KHB;10.11.2015 18:00;10.11.2015 20:00;Kleiner Saal;Konzert;Konzert;;;
2015/16 K;AsianArt Ensemble (2015/16 K);KHB;10.11.2015 20:00;10.11.2015 22:30;Werner-Otto-Saal;Konzert;„Focused XII – Bass“;AsianArt Ensemble;"Geonyong Lee Trio für Gayageum, Violine und Violoncello (Deutsche EA)
Vera Ivanova „Surface Tension"" für Violine und Basskoto (Deutsche EA)
Daniel Moser „Tamatebako - Geronnene Zeit"" für Daegeum, Basskoto, Viola, Violoncello und Kontrabass
Myung-Sun Lee „groove"" für Daegeum/Janggu, Kontrabass und Bottle-Percussion (UA der revidierten Fassung)
Helmut Zapf „Dari"" für Gayageum und Kontrabass
AsianArt Ensemble „Basse Tension II"" für Daegeum, Koto, Gayageum, Violine, Viola, Violoncello, Kontrabass und Janggu";
2015/16 K;Kooperationsprojekt Klinikum Buch 2015/16 (2015/16 K);KHB;11.11.2015 09:00;11.11.2015 17:00;Klinikum Buch;Konzert;Konzert;;;
2015/16 K;Espresso-Konzerte (2015/16 K);KHB;11.11.2015 14:00;11.11.2015 15:30;Kleiner Saal;Konzert;Konzert;;;
2015/16 K;Espresso-Konzerte (2015/16 K);KHB;11.11.2015 14:00;11.11.2015 15:30;Konzerthaus Berlin;Konzert;Espresso-Konzert;Sophie Pacini Klavier;;
2015/16 K;2 x hören (2015/16 K);KHB;11.11.2015 20:00;11.11.2015 22:30;Werner-Otto-Saal;Konzert;2 x hören ZEITGENÖSSISCH;"delian::quartett
Christian Jost Moderation";George Crumb „Black Angels - Thirteen Images from the Dark Land“ for Electric String Quartet;
2015/16 K;Streichquartett International (2015/16 K);KHB;12.11.2015 20:00;12.11.2015 22:30;Kleiner Saal;Konzert;Jerusalem Quartet;Jerusalem Quartet;"Ludwig van Beethoven Streichquartett B-Dur op. 18 Nr. 6
Béla Bartók Streichquartett Nr. 6
Antonín Dvořák Streichquartett Nr. 12 F-Dur op. 96 („Amerikanisches“)";Abo StQI
2015/16 K;Konzerthausorchester B2 (2015/16 K);KHB;13.11.2015 20:00;13.11.2015 22:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Dmitrij Kitajenko;"Konzerthausorchester Berlin
Dmitrij Kitajenko Dirigent
Přemysl Vojta Horn";"Georges Bizet/Rodion Schtschedrin „Carmen-Suite“ für Streichorchester und Schlaginstrumente
Reinhold Glière Konzert für Horn und Orchester B-Dur op. 91
Nikolai Rimski-Korsakow „Capriccio espagnol“ op. 34";Abo B
2015/16 K;Die Geschichte vom kleinen Muck (2015/16 K);KHB;14.11.2015 15:30;14.11.2015 16:30;Musikclub;Konzert;„Die Geschichte vom kleinen Muck“;"Lutz Dechant Sprecher
Stephan Stadtfeld Sprecher, Trompete
Martin Glück Flöte
Ronith Mues Harfe
Gabriele Nellessen Textbearbeitung, szenische Einrichtung und Austattung
Denise Sheila Puri Kostüme, Requisite";;
2015/16 K;Konzerthausorchester B2 (2015/16 K);KHB;14.11.2015 20:00;14.11.2015 22:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Dmitrij Kitajenko;"Konzerthausorchester Berlin
Dmitrij Kitajenko Dirigent
Přemysl Vojta Horn";"Georges Bizet/Rodion Schtschedrin „Carmen-Suite“ für Streichorchester und Schlaginstrumente
Reinhold Glière Konzert für Horn und Orchester B-Dur op. 91
Nikolai Rimski-Korsakow „Capriccio espagnol“ op. 34";Abo B
2015/16 K;Die Geschichte vom kleinen Muck (2015/16 K);KHB;15.11.2015 11:00;15.11.2015 12:00;Musikclub;Konzert;„Die Geschichte vom kleinen Muck“;"Lutz Dechant Sprecher
Stephan Stadtfeld Sprecher, Trompete
Martin Glück Flöte
Ronith Mues Harfe
Gabriele Nellessen Textbearbeitung, szenische Einrichtung und Austattung
Denise Sheila Puri Kostüme, Requisite";;
2015/16 K;Die Geschichte vom kleinen Muck (2015/16 K);KHB;15.11.2015 15:30;15.11.2015 16:30;Musikclub;Konzert;„Die Geschichte vom kleinen Muck“;"Lutz Dechant Sprecher
Stephan Stadtfeld Sprecher, Trompete
Martin Glück Flöte
Ronith Mues Harfe
Gabriele Nellessen Textbearbeitung, szenische Einrichtung und Austattung
Denise Sheila Puri Kostüme, Requisite";;
2015/16 K;"Orgel für ""pfiffige"" Kinder (2015/16 K)";KHB;16.11.2015 11:00;16.11.2015 12:15;Großer Saal;Konzert;Orgel für „pfiffige“ Kinder;;;
2015/16 K;"Orgel für ""pfiffige"" Kinder (2015/16 K)";KHB;16.11.2015 11:00;16.11.2015 12:15;Musikclub;Konzert;Orgel für „pfiffige“ Kinder;Dagmar Kunze Moderation und Orgel;;
2015/16 K;Klazzik (2015/16 K);KHB;16.11.2015 20:00;16.11.2015 22:00;Großer Saal;Konzert;Mariza & Band;;;
2015/16 K;Across the border (2015/16 K);KHB;19.11.2015 19:00;19.11.2015 21:00;Werner-Otto-Saal;Konzert;Across the border;"Tsarina Marinkova Klavier
DUMItRIO
George Dumitriu Gitarre, Elektronik
Mattia Magatelli Bass
Kristijan Krajncan Perkussion
Ulf Drechsel Moderation";;
2015/16 K;Orgelkonzerte  (2015/16 K);KHB;21.11.2015 15:30;21.11.2015 17:00;Großer Saal;Konzert;Orgelstunde;Leo van Doeselaar Orgel;;
2015/16 K;Entdeckungsreisen in die Welt der Musik (2015/16 K);KHB;22.11.2015 11:00;22.11.2015 13:00;Kleiner Saal;Konzert;Entdeckungsreisen in die Welt der Musik;"Doerthe Maria Sandmann Sopran
Daniel Kurz Laute, Theorbe
Rainer Feldmann Gitarre
Eileen Baum Gitarre
Özgür Ersoy Baglama, Duduk, Gesang
Axel Meier Perkussion
Gabriele Nellessen Konzept und Moderation";;
2015/16 K;Entdeckungsreisen in die Welt der Musik (2015/16 K);KHB;22.11.2015 15:00;22.11.2015 17:00;Kleiner Saal;Konzert;Entdeckungsreisen in die Welt der Musik;"Doerthe Maria Sandmann Sopran
Daniel Kurz Laute, Theorbe
Rainer Feldmann Gitarre
Eileen Baum Gitarre
Özgür Ersoy Baglama, Duduk, Gesang
Axel Meier Perkussion
Gabriele Nellessen Konzept und Moderation";;
2015/16 K;ensemble unitedberlin (2015/16 K);KHB;22.11.2015 20:00;22.11.2015 22:30;Werner-Otto-Saal;Konzert;Zum 80. Geburtstag von Helmut Lachenmann;"ensemble unitedberlin
Renato Rivolta";"Helmut Lachenmann „Pression“ für einen Cellisten
Helmut Lachenmann „Guero“ - Studie für Klavier
Helmut Lachenmann „Toccatina“ - Studie für Violine allein
Helmut Lachenmann „Concertini“ - Musik für Ensemble";
2015/16 K;Konzerthaus Konferenz (2015/16 K);KHB;24.11.2015 09:00;24.11.2015 17:00;Musikclub;Konferenz;Tagung Deutsche Konzerthauskonferenz;;;
2015/16 K;warm-up Konzerte (2015/16 K);KHB;24.11.2015 18:00;24.11.2015 19:00;Raum unter Freitreppe;Konzert;warm-up Konzert zum Bach-Marathons;"Ronith Mues Harfe
Pirmin Grehl Flöte";;
2015/16 K;Haus-Konzerte (2015/16 K);KHB;24.11.2015 20:00;24.11.2015 22:30;Kleiner Saal;Konzert;Haus-Konzert mit dem Nash Ensemble London;"Nash Ensemble London
Nuria Rial Sopran";"Robert Schumann Sechs Gesänge op. 107, für Sopran und Streichquartett bearbeitet von Aribert Reimann
Franz Schubert Streichquartettsatz c-Moll D 703
Felix Mendelssohn Bartholdy „... oder soll es Tod bedeuten?“ - Acht Lieder und ein Fragment nach Texten von Heinrich Heine, für Sopran und Streichquartett bearbeitet und verbunden mit sechs Intermezzi von Aribert Reimann
Johannes Brahms Klavierquintett f-Moll op. 34";Abo Haus
2015/16 K;Espresso-Konzerte (2015/16 K);KHB;25.11.2015 14:00;25.11.2015 15:30;Konzerthaus Berlin;Konzert;Espresso-Konzert;"Young Academy Rostock
Stephan Imorde Moderation";;
2015/16 K;warm-up Konzerte (2015/16 K);KHB;25.11.2015 18:00;25.11.2015 19:00;Tonstudio;Konzert;warm-up Konzert zum Bach-Marathon;Konstanze von Gutzeit Violoncello;;
2015/16 K;warm-up Konzerte (2015/16 K);KHB;26.11.2015 18:00;26.11.2015 19:00;Intendantensuite;Konzert;warm-up Konzert in der Intendantensuite;Andreas Borregaard Akkordeon;;
2015/16 K;Konzerthausorchester A2 (2015/16 K);KHB;26.11.2015 20:00;26.11.2015 22:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Vocalconsort Berlin, Iván Fischer;"Konzerthausorchester Berlin
Vocalconsort Berlin
Iván Fischer Dirigent
Agnes Kovacs Sopran I
Johanna Winkel Sopran II
Wiebke Lehmkuhl Alt
Werner Güra Tenor
Hanno Müller-Brachmann Bass";Johann Sebastian Bach Messe h-Moll BWV 232;Abo A
2015/16 K;warm-up Konzerte (2015/16 K);KHB;27.11.2015 18:00;27.11.2015 19:00;Raum 102 (Tasteninstrumente);Konzert;warm-up Konzert zum Bach-Marathon;"Elina Albach Cembalo
Georg Kallweit Violine";Johann Sebastian Bach Sonate für Violine und Basso continuo e-Moll BWV 1023;
2015/16 K;Konzerthausorchester A2 (2015/16 K);KHB;27.11.2015 20:00;27.11.2015 22:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Vocalconsort Berlin, Iván Fischer;"Konzerthausorchester Berlin
Vocalconsort Berlin
Iván Fischer Dirigent
Agnes Kovacs Sopran I
Johanna Winkel Sopran II
Wiebke Lehmkuhl Alt
Werner Güra Tenor
Hanno Müller-Brachmann Bass";Johann Sebastian Bach Messe h-Moll BWV 232;Abo A
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 12:00;28.11.2015 13:00;Großer Saal;Konzert;Mein erster Bach;"Konzerthausorchester Berlin
Iván Fischer Dirigent
Sayako Kusaka Violine
Odric Aurelian Gaspers Klavier (Carl-Philipp-Emanuel-Bach-Gymnasium)
Johanna Winkel Sopran";"Johann Sebastian Bach Menuette G-Dur und g-Moll sowie Musette D-Dur aus dem ""Klavierbüchlein für Anna Magdalena Bach""
Johann Sebastian Bach Brandenburgisches Konzert Nr. 3 G-Dur BWV 1048
Johann Sebastian Bach Konzert für Violine, Streicher und Basso continuo a-Moll BWV 1041
Johann Sebastian Bach „Laudamus te“ aus der Messe h-Moll BWV 232";
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 12:00;28.11.2015 12:20;Kleiner Saal;Konzert;„Bachs Wunderkammer I“;Michael Oberaigner Marimba;;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 13:00;28.11.2015 13:45;Kleiner Saal;Konzert;„Kein Kaffee für Liesgen“;"Konzerthaus Kammerorchester
Michaela Kuntz Oboe d'amore
Agnes Kovacs Sopran
Werner Güra Tenor
Hanno Müller-Brachmann Bariton";"Johann Sebastian Bach Konzert für Oboe d’amore, Streicher und Basso continuo A-Dur BWV 1055 (Rekonstruktion)
Johann Sebastian Bach „Schweigt stille, plaudert nicht“  BWV 211 „Kaffee-Kantate“";
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 13:00;28.11.2015 13:40;Musikclub;Konzert;„Ach der Bach!“ - Magister Flottefeder erinnert sich;"Claudia Mende Barockvioline
Heidi Gröger Viola da Gamba
Johannes Weiß Cembalo
Heike Hanefeld Buch und szenische Einrichtung
Patrick von Blume Schauspiel";;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 13:00;28.11.2015 13:40;Werner-Otto-Saal;Konzert;„Bach im Liegestuhl I“;Viviane Hagner Violine;;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 14:00;28.11.2015 14:45;Großer Saal;Konzert;„Bach zum Mitsingen - Probe“;"Berliner Singakademie
Carsten Albrecht Musikalische Leitung
Thomas Hennig Musikalische Leitung";;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 14:00;28.11.2015 14:15;Kleiner Saal;Konzert;„Bachs Wunderkammer II“;DigiEnsemble Berlin;;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 14:00;28.11.2015 14:40;Musikclub;Konzert;„Ach der Bach!“ - Magister Flottefeder erinnert sich;"Claudia Mende Barockvioline
Heidi Gröger Viola da Gamba
Johannes Weiß Cembalo
Heike Hanefeld Buch und szenische Einrichtung
Patrick von Blume Schauspiel";;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 14:00;28.11.2015 14:40;Werner-Otto-Saal;Konzert;„Bach im Liegestuhl II“;Julian Steckel Violoncello;"Johann Sebastian Bach Suite für Violoncello solo G-Dur BWV 1007
Johann Sebastian Bach Suite für Violoncello solo Es-Dur BWV 1010";
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 15:00;28.11.2015 15:45;Kleiner Saal;Konzert;„Bach im Trio“;"Hille Perl Viola da Gamba
Lee Santana Laute
Christine Schornsheim Cembalo";"Johann Sebastian Bach Sonate für Viola da Gamba und obligates Cembalo D-Dur BWV 1028
Johann Sebastian Bach Partita für Cembalo solo G-Dur BWV 829
Johann Sebastian Bach Sonate d-Moll BWV 527, bearbeitet für Viola da gamba, Laute und Cembalo";
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 15:00;28.11.2015 15:40;Musikclub;Konzert;„Ach der Bach!“ - Magister Flottefeder erinnert sich;"Claudia Mende Barockvioline
Heidi Gröger Viola da Gamba
Johannes Weiß Cembalo
Heike Hanefeld Buch und szenische Einrichtung
Patrick von Blume Schauspiel";;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 15:00;28.11.2015 15:45;Werner-Otto-Saal;Konzert;„Bach im Liegestuhl III“;Viviane Hagner Violine;;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 16:00;28.11.2015 16:45;Großer Saal;Konzert;„Bach zum Mitsingen - Konzert“;"Kammerakademie Potsdam
Berliner Singakademie
Carsten Albrecht Musikalische Leitung
Thomas Hennig Musikalische Leitung";;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 16:00;28.11.2015 16:20;Kleiner Saal;Konzert;„Bachs Wunderkammer III“;Hille, Marthe und Sarah Perl Viola da Gamba;;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 16:00;28.11.2015 16:40;Werner-Otto-Saal;Konzert;„Bach im Liegestuhl IV“;Julian Steckel Violoncello;"Johann Sebastian Bach Suite für Violoncello solo d-Moll BWV 1008
Johann Sebastian Bach Suite für Violoncello solo C-Dur BWV 1009";
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 16:30;28.11.2015 18:30;Musikclub;Konzert;„Bach am laufenden Band“;;;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 17:00;28.11.2015 18:05;Kleiner Saal;Konzert;„Goldberg-Variationen“;Mahan Esfahani Cembalo;Johann Sebastian Bach „Goldberg-Variationen“ BWV 988;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 17:00;28.11.2015 17:45;Werner-Otto-Saal;Konzert;„2xBach hören“;"Konstanze von Gutzeit Violoncello
Sergey Malov Violoncello da spalla
Arno Lücker Moderation";;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 18:00;28.11.2015 18:45;Großer Saal;Konzert;„Mit Orgel und Trompete!“;"Gábor Boldoczki Trompete
Hedwig Bilgram Orgel";;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 18:25;28.11.2015 18:50;Kleiner Saal;Konzert;„Bachs Wunderkammer IV“;Andreas Borregaard Akkordeon;;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 19:00;28.11.2015 19:20;Kleiner Saal;Konzert;„Bachs Wunderkammer V“;Lee Santana Laute;;
2015/16 K;Marathon (2015/16 K);KHB;28.11.2015 19:00;28.11.2015 19:45;Werner-Otto-Saal;Konzert;„Best of Bach“;Akademie für Alte Musik Berlin;"Johann Sebastian Bach Sinfonia aus der Kantate „Ich geh und suche mit Verlangen“ BWV 49
Johann Sebastian Bach Air aus der Ouvertüre D-Dur BWV 1068
Johann Sebastian Bach Contrapunctus I und IX aus „Die Kunst der Fuge“ BWV 1080
Johann Sebastian Bach Adagio e dolce aus der Triosonate d-Moll BWV 527
Johann Sebastian Bach „Italienisches Konzert“ F-Dur BWV 971, für Violine, Streicher und Basso continuo bearbeitet von Václav Luks";
2015/16 K;Konzerthausorchester A2 (2015/16 K);KHB;28.11.2015 20:00;28.11.2015 21:00;Großer Saal;Konzert;Konzerthausorchester Berlin, Vocalconsort Berlin, Iván Fischer;"Konzerthausorchester Berlin
Vocalconsort Berlin
Iván Fischer Dirigent
Agnes Kovacs Sopran I
Johanna Winkel Sopran II
Wiebke Lehmkuhl Alt
Werner Güra Tenor
Hanno Müller-Brachmann Bass";Johann Sebastian Bach Messe h-Moll BWV 232;Abo A
2015/16 K;Konzerthausorchester A2 (2015/16 K);KHB;28.11.2015 21:15;28.11.2015 22:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Vocalconsort Berlin, Iván Fischer;"Konzerthausorchester Berlin
Vocalconsort Berlin
Iván Fischer Dirigent
Werner Güra Tenor
Hanno Müller-Brachmann Bass";Johann Sebastian Bach Messe h-Moll BWV 232;Abo A
2015/16 K;Kammerorchester International  (2015/16 K);KHBKoop;30.11.2015 20:00;30.11.2015 22:15;Großer Saal;Konzert;Die Deutsche Kammerphilharmonie Bremen, Paavo Järvi;"Die Deutsche Kammerphilharmonie Bremen
Paavo Järvi Musikalische Leitung
Janine Jansen Violine";"Johannes Brahms „Tragische Ouvertüre“ d-Moll op. 81
Ludwig van Beethoven Konzert für Violine und Orchester D-Dur op. 61
Johannes Brahms Sinfonie Nr. 4 e-Moll op. 98";Abo KOI
2015/16 K;Der Blick auf den Klang (2015/16 K);KHB;30.11.2015 20:00;30.11.2015 21:40;Musikclub;Film;„Isang Yun: Ein Schicksal zwischen Nord- und Südkorea“;;;
2015/16 K;Konzerthausorchester C2 (2015/16 K);KHB;04.12.2015 20:00;04.12.2015 22:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Dresdner Kreuzchor;"Konzerthausorchester Berlin
Dresdner Kreuzchor
Peter Kopp Dirigent
Deborah York Sopran
Mary-Ellen Nesi Alt
Falk Hoffmann Tenor
Cornelius Uhle Bass";"Gottfried August Homilius „Ein hoher Tag kömmt“ - Kantate zum 1. Weihnachtstag für Soli, Chor und Orchester
 Sächsische und böhmische Weihnachtslieder a cappella
Johann Gottlieb Naumann Messe für Soli, Chor und Orchester d-Moll
Johann Gottlieb Naumann Motetto (Offertorium) „Parvulus natus est nobis“
Johann Gottlieb Naumann Te Deum für Soli, Chor und Orchester C-Dur";Abo C
2015/16 K;Konzerthausorchester H1  (2015/16 K);KHB;04.12.2015 20:00;04.12.2015 22:30;Kleiner Saal;Konzert;Kammermusik des Konzerthausorchesters;"Stefan Giglberger Violoncello
Juliane Laake Viola da Gamba
Benyamin Nuss Klavier und Cembalo
Daniel Kurz Laute";"Antonín Dvořák Rondo für Violoncello und Klavier g-Moll op. 94
Claude Debussy Sonate für Violoncello und Klavier d-Moll
Joseph Bodin de Boismortier Sonate für Violoncello, Viola da Gamba und Basso continuo D-Dur op. 50 Nr. 3 
Fryderyk Chopin Introduktion und Polonaise brillante für Violoncello und Klavier C-Dur op. 3
Benyamin Nuss Petit Pièce für Violoncello und Klavier op. 6
Felix Mendelssohn Bartholdy Sonate für Violoncello und Klavier D-Dur op. 58";Abo H
2015/16 K;Quartier 206 (2015/16 K);KHB;05.12.2015 15:30;05.12.2015 16:00;Quartier 206;Konzert;Konzert;;;
2015/16 K;Konzerthausorchester C2 (2015/16 K);KHB;05.12.2015 20:00;05.12.2015 22:30;Großer Saal;Konzert;Konzerthausorchester Berlin, Dresdner Kreuzchor;"Konzerthausorchester Berlin
Dresdner Kreuzchor
Peter Kopp Dirigent
Deborah York Sopran
Mary-Ellen Nesi Alt
Falk Hoffmann Tenor
Cornelius Uhle Bass";"Gottfried August Homilius „Ein hoher Tag kömmt“ - Kantate zum 1. Weihnachtstag für Soli, Chor und Orchester
 Sächsische und böhmische Weihnachtslieder a cappella
Johann Gottlieb Naumann Messe für Soli, Chor und Orchester d-Moll
Johann Gottlieb Naumann Motetto (Offertorium) „Parvulus natus est nobis“
Johann Gottlieb Naumann Te Deum für Soli, Chor und Orchester C-Dur";Abo C
